index;node;mc;mc_heat;g_max;eta;plant_type;storage_power;storage_capacity
G0773;ES01065;0.0;0.0;136.0;1.0;Wind;0.0;0.0
G0777;ES01078;0.0;0.0;24.0;1.0;Wind;0.0;0.0
G0778;ES01085;0.0;0.0;30.0;1.0;Wind;0.0;0.0
G0781;ES01093;0.0;0.0;359.0;1.0;Wind;0.0;0.0
G0783;ES01101;0.0;0.0;38.0;1.0;Wind;0.0;0.0
G0784;ES01102;0.0;0.0;56.0;1.0;Wind;0.0;0.0
G0786;ES01108;0.0;0.0;26.0;1.0;Wind;0.0;0.0
G0792;ES01115;0.0;0.0;74.0;1.0;Wind;0.0;0.0
G0794;ES01118;0.0;0.0;56.0;1.0;Wind;0.0;0.0
G0798;ES01128;0.0;0.0;82.0;1.0;Wind;0.0;0.0
G0800;ES01129;0.0;0.0;118.0;1.0;Wind;0.0;0.0
G0801;ES01131;0.0;0.0;70.0;1.0;Wind;0.0;0.0
G0804;ES01132;0.0;0.0;173.0;1.0;Wind;0.0;0.0
G0805;ES01133;0.0;0.0;19.0;1.0;Wind;0.0;0.0
G0807;ES01134;0.0;0.0;115.0;1.0;Wind;0.0;0.0
G0809;ES01135;0.0;0.0;62.0;1.0;Wind;0.0;0.0
G0811;ES01140;0.0;0.0;165.0;1.0;Wind;0.0;0.0
G0812;ES01141;0.0;0.0;240.2;1.0;Wind;0.0;0.0
G0815;ES01142;0.0;0.0;25.0;1.0;Wind;0.0;0.0
G0816;ES01143;0.0;0.0;133.0;1.0;Wind;0.0;0.0
G0823;ES01148;0.0;0.0;76.0;1.0;Wind;0.0;0.0
G0832;ES01158;0.0;0.0;35.0;1.0;Wind;0.0;0.0
G0833;ES01159;0.0;0.0;87.0;1.0;Wind;0.0;0.0
G0834;ES01160;0.0;0.0;144.0;1.0;Wind;0.0;0.0
G0838;ES01165;0.0;0.0;256.0;1.0;Wind;0.0;0.0
G0840;ES01166;0.0;0.0;26.0;1.0;Wind;0.0;0.0
G0843;ES01170;0.0;0.0;12.0;1.0;Wind;0.0;0.0
G0848;ES01172;0.0;0.0;128.0;1.0;Wind;0.0;0.0
G0852;ES01176;0.0;0.0;105.0;1.0;Wind;0.0;0.0
G0855;ES01179;0.0;0.0;200.0;1.0;Wind;0.0;0.0
G0857;ES01180;0.0;0.0;123.0;1.0;Wind;0.0;0.0
G0867;ES01184;0.0;0.0;117.0;1.0;Wind;0.0;0.0
G0868;ES01190;0.0;0.0;110.0;1.0;Wind;0.0;0.0
G0869;ES01191;0.0;0.0;114.0;1.0;Wind;0.0;0.0
G0870;ES01192;0.0;0.0;270.0;1.0;Wind;0.0;0.0
G0875;ES01198;0.0;0.0;18.0;1.0;Wind;0.0;0.0
G0880;ES01210;0.0;0.0;20.0;1.0;Wind;0.0;0.0
G0885;ES01214;0.0;0.0;85.0;1.0;Wind;0.0;0.0
G0887;ES01215;0.0;0.0;118.0;1.0;Wind;0.0;0.0
G0888;ES01216;0.0;0.0;67.0;1.0;Wind;0.0;0.0
G0890;ES01217;0.0;0.0;105.0;1.0;Wind;0.0;0.0
G0891;ES01219;0.0;0.0;53.0;1.0;Wind;0.0;0.0
G0893;ES01220;0.0;0.0;40.0;1.0;Wind;0.0;0.0
G0898;ES01227;0.0;0.0;261.0;1.0;Wind;0.0;0.0
G0900;ES01228;0.0;0.0;91.0;1.0;Wind;0.0;0.0
G0901;ES01230;0.0;0.0;33.0;1.0;Wind;0.0;0.0
G0902;ES01231;0.0;0.0;354.0;1.0;Wind;0.0;0.0
G0903;ES01232;0.0;0.0;45.0;1.0;Wind;0.0;0.0
G0906;ES01236;0.0;0.0;36.0;1.0;Wind;0.0;0.0
G0907;ES01237;0.0;0.0;128.0;1.0;Wind;0.0;0.0
G0908;ES01238;0.0;0.0;106.0;1.0;Wind;0.0;0.0
G0909;ES01239;0.0;0.0;199.6;1.0;Wind;0.0;0.0
G0914;ES01244;0.0;0.0;27.0;1.0;Wind;0.0;0.0
G0915;ES01245;0.0;0.0;60.0;1.0;Wind;0.0;0.0
G0925;ES01255;0.0;0.0;32.0;1.0;Wind;0.0;0.0
G0001;ES00007;0.0;0.0;161.0;1.0;Solar;0.0;0.0
G0009;ES00009;0.0;0.0;503.9;1.0;Solar;0.0;0.0
G0010;ES00010;0.0;0.0;3.5;1.0;Solar;0.0;0.0
G0011;ES00015;0.0;0.0;1.1;1.0;Solar;0.0;0.0
G0012;ES00016;0.0;0.0;12.6;1.0;Solar;0.0;0.0
G0013;ES00017;0.0;0.0;36.4;1.0;Solar;0.0;0.0
G0015;ES00023;0.0;0.0;3.2;1.0;Solar;0.0;0.0
G0017;ES00025;0.0;0.0;91.8;1.0;Solar;0.0;0.0
G0020;ES00036;0.0;0.0;280.1;1.0;Solar;0.0;0.0
G0024;ES00040;0.0;0.0;1.4;1.0;Solar;0.0;0.0
G0025;ES00049;0.0;0.0;41.4;1.0;Solar;0.0;0.0
G0026;ES00054;0.0;0.0;26.099999999999998;1.0;Solar;0.0;0.0
G0032;ES00057;0.0;0.0;201.9;1.0;Solar;0.0;0.0
G0034;ES00062;0.0;0.0;13.3;1.0;Solar;0.0;0.0
G0037;ES00068;0.0;0.0;1.6;1.0;Solar;0.0;0.0
G0043;ES00075;0.0;0.0;262.0;1.0;Solar;0.0;0.0
G0044;ES00076;0.0;0.0;24.6;1.0;Solar;0.0;0.0
G0046;ES00080;0.0;0.0;18.6;1.0;Solar;0.0;0.0
G0047;ES00081;0.0;0.0;60.400000000000006;1.0;Solar;0.0;0.0
G0049;ES00084;0.0;0.0;12.0;1.0;Solar;0.0;0.0
G0051;ES00085;0.0;0.0;33.8;1.0;Solar;0.0;0.0
G0052;ES00086;0.0;0.0;43.5;1.0;Solar;0.0;0.0
G0053;ES00087;0.0;0.0;65.2;1.0;Solar;0.0;0.0
G0054;ES00088;0.0;0.0;80.7;1.0;Solar;0.0;0.0
G0055;ES00095;0.0;0.0;25.2;1.0;Solar;0.0;0.0
G0062;ES00111;0.0;0.0;1.2;1.0;Solar;0.0;0.0
G0063;ES00112;0.0;0.0;6.8;1.0;Solar;0.0;0.0
G0071;ES00128;0.0;0.0;6.3;1.0;Solar;0.0;0.0
G0072;ES00130;0.0;0.0;1.4;1.0;Solar;0.0;0.0
G0074;ES00131;0.0;0.0;23.4;1.0;Solar;0.0;0.0
G0076;ES00135;0.0;0.0;2.8;1.0;Solar;0.0;0.0
G0079;ES00136;0.0;0.0;18.700000000000003;1.0;Solar;0.0;0.0
G0080;ES00142;0.0;0.0;16.0;1.0;Solar;0.0;0.0
G0082;ES00143;0.0;0.0;29.9;1.0;Solar;0.0;0.0
G0083;ES00144;0.0;0.0;92.1;1.0;Solar;0.0;0.0
G0084;ES00151;0.0;0.0;52.5;1.0;Solar;0.0;0.0
G0087;ES00153;0.0;0.0;15.2;1.0;Solar;0.0;0.0
G0091;ES00158;0.0;0.0;225.2;1.0;Solar;0.0;0.0
G0096;ES00167;0.0;0.0;59.4;1.0;Solar;0.0;0.0
G0098;ES00169;0.0;0.0;72.1;1.0;Solar;0.0;0.0
G0100;ES00177;0.0;0.0;273.3;1.0;Solar;0.0;0.0
G0102;ES00179;0.0;0.0;5.9;1.0;Solar;0.0;0.0
G0106;ES00187;0.0;0.0;14.7;1.0;Solar;0.0;0.0
G0118;ES00191;0.0;0.0;228.8;1.0;Solar;0.0;0.0
G0121;ES00192;0.0;0.0;166.7;1.0;Solar;0.0;0.0
G0123;ES00193;0.0;0.0;155.7;1.0;Solar;0.0;0.0
G0125;ES00195;0.0;0.0;177.6;1.0;Solar;0.0;0.0
G0126;ES00197;0.0;0.0;29.9;1.0;Solar;0.0;0.0
G0131;ES00199;0.0;0.0;103.6;1.0;Solar;0.0;0.0
G0132;ES00200;0.0;0.0;56.3;1.0;Solar;0.0;0.0
G0133;ES00204;0.0;0.0;2.0;1.0;Solar;0.0;0.0
G0136;ES00207;0.0;0.0;9.2;1.0;Solar;0.0;0.0
G0141;ES00212;0.0;0.0;14.8;1.0;Solar;0.0;0.0
G0143;ES00217;0.0;0.0;1.5;1.0;Solar;0.0;0.0
G0144;ES00219;0.0;0.0;2.8;1.0;Solar;0.0;0.0
G0146;ES00224;0.0;0.0;20.6;1.0;Solar;0.0;0.0
G0149;ES00231;0.0;0.0;4.1;1.0;Solar;0.0;0.0
G0151;ES00239;0.0;0.0;6.3;1.0;Solar;0.0;0.0
G0154;ES00240;0.0;0.0;11.2;1.0;Solar;0.0;0.0
G0157;ES00242;0.0;0.0;3.0999999999999996;1.0;Solar;0.0;0.0
G0163;ES00252;0.0;0.0;3.0;1.0;Solar;0.0;0.0
G0164;ES00259;0.0;0.0;2.0;1.0;Solar;0.0;0.0
G0166;ES00265;0.0;0.0;2.4;1.0;Solar;0.0;0.0
G0173;ES00269;0.0;0.0;379.3;1.0;Solar;0.0;0.0
G0174;ES00271;0.0;0.0;1.3;1.0;Solar;0.0;0.0
G0179;ES00274;0.0;0.0;793.7;1.0;Solar;0.0;0.0
G0180;ES00275;0.0;0.0;73.1;1.0;Solar;0.0;0.0
G0182;ES00280;0.0;0.0;2.9;1.0;Solar;0.0;0.0
G0186;ES00281;0.0;0.0;48.5;1.0;Solar;0.0;0.0
G0187;ES00283;0.0;0.0;51.0;1.0;Solar;0.0;0.0
G0191;ES00287;0.0;0.0;14.799999999999999;1.0;Solar;0.0;0.0
G0193;ES00288;0.0;0.0;4.9;1.0;Solar;0.0;0.0
G0194;ES00289;0.0;0.0;32.6;1.0;Solar;0.0;0.0
G0196;ES00290;0.0;0.0;46.7;1.0;Solar;0.0;0.0
G0205;ES00291;0.0;0.0;122.0;1.0;Solar;0.0;0.0
G0207;ES00292;0.0;0.0;32.9;1.0;Solar;0.0;0.0
G0212;ES00304;0.0;0.0;9.0;1.0;Solar;0.0;0.0
G0217;ES00307;0.0;0.0;10.8;1.0;Solar;0.0;0.0
G0219;ES00310;0.0;0.0;1.1;1.0;Solar;0.0;0.0
G0231;ES00324;0.0;0.0;258.0;1.0;Solar;0.0;0.0
G0234;ES00327;0.0;0.0;127.4;1.0;Solar;0.0;0.0
G0236;ES00328;0.0;0.0;59.0;1.0;Solar;0.0;0.0
G0237;ES00329;0.0;0.0;41.2;1.0;Solar;0.0;0.0
G0238;ES00331;0.0;0.0;61.900000000000006;1.0;Solar;0.0;0.0
G0239;ES00332;0.0;0.0;111.2;1.0;Solar;0.0;0.0
G0241;ES00334;0.0;0.0;157.6;1.0;Solar;0.0;0.0
G0242;ES00335;0.0;0.0;81.1;1.0;Solar;0.0;0.0
G0244;ES00336;0.0;0.0;106.0;1.0;Solar;0.0;0.0
G0245;ES00339;0.0;0.0;14.2;1.0;Solar;0.0;0.0
G0246;ES00340;0.0;0.0;14.6;1.0;Solar;0.0;0.0
G0247;ES00342;0.0;0.0;50.0;1.0;Solar;0.0;0.0
G0248;ES00343;0.0;0.0;25.0;1.0;Solar;0.0;0.0
G0251;ES00344;0.0;0.0;407.9;1.0;Solar;0.0;0.0
G0252;ES00345;0.0;0.0;149.0;1.0;Solar;0.0;0.0
G0253;ES00346;0.0;0.0;385.1;1.0;Solar;0.0;0.0
G0265;ES00349;0.0;0.0;41.1;1.0;Solar;0.0;0.0
G0267;ES00350;0.0;0.0;93.7;1.0;Solar;0.0;0.0
G0268;ES00352;0.0;0.0;4.5;1.0;Solar;0.0;0.0
G0269;ES00353;0.0;0.0;13.2;1.0;Solar;0.0;0.0
G0270;ES00354;0.0;0.0;87.1;1.0;Solar;0.0;0.0
G0271;ES00355;0.0;0.0;8.6;1.0;Solar;0.0;0.0
G0273;ES00359;0.0;0.0;61.9;1.0;Solar;0.0;0.0
G0275;ES00362;0.0;0.0;630.1;1.0;Solar;0.0;0.0
G0277;ES00364;0.0;0.0;201.0;1.0;Solar;0.0;0.0
G0278;ES00365;0.0;0.0;85.4;1.0;Solar;0.0;0.0
G0282;ES00367;0.0;0.0;51.1;1.0;Solar;0.0;0.0
G0287;ES00372;0.0;0.0;1.3;1.0;Solar;0.0;0.0
G0291;ES00377;0.0;0.0;32.6;1.0;Solar;0.0;0.0
G0292;ES00379;0.0;0.0;2.0;1.0;Solar;0.0;0.0
G0296;ES00383;0.0;0.0;27.1;1.0;Solar;0.0;0.0
G0297;ES00384;0.0;0.0;6.3;1.0;Solar;0.0;0.0
G0298;ES00386;0.0;0.0;55.5;1.0;Solar;0.0;0.0
G0299;ES00387;0.0;0.0;63.2;1.0;Solar;0.0;0.0
G0301;ES00388;0.0;0.0;3.1;1.0;Solar;0.0;0.0
G0303;ES00390;0.0;0.0;61.2;1.0;Solar;0.0;0.0
G0305;ES00391;0.0;0.0;1401.0;1.0;Solar;0.0;0.0
G0309;ES00393;0.0;0.0;84.5;1.0;Solar;0.0;0.0
G0310;ES00394;0.0;0.0;10.4;1.0;Solar;0.0;0.0
G0311;ES00395;0.0;0.0;9.8;1.0;Solar;0.0;0.0
G0312;ES00396;0.0;0.0;11.5;1.0;Solar;0.0;0.0
G0313;ES00398;0.0;0.0;120.0;1.0;Solar;0.0;0.0
G0316;ES00399;0.0;0.0;37.0;1.0;Solar;0.0;0.0
G0317;ES00401;0.0;0.0;4.6;1.0;Solar;0.0;0.0
G0318;ES00402;0.0;0.0;99.1;1.0;Solar;0.0;0.0
G0319;ES00403;0.0;0.0;150.0;1.0;Solar;0.0;0.0
G0320;ES00404;0.0;0.0;129.0;1.0;Solar;0.0;0.0
G0321;ES00405;0.0;0.0;502.8;1.0;Solar;0.0;0.0
G0322;ES00406;0.0;0.0;12.0;1.0;Solar;0.0;0.0
G0324;ES00408;0.0;0.0;305.9;1.0;Solar;0.0;0.0
G0325;ES00411;0.0;0.0;183.8;1.0;Solar;0.0;0.0
G0326;ES00413;0.0;0.0;502.3;1.0;Solar;0.0;0.0
G0327;ES00416;0.0;0.0;4.300000000000001;1.0;Solar;0.0;0.0
G0330;ES00424;0.0;0.0;30.0;1.0;Solar;0.0;0.0
G0332;ES00426;0.0;0.0;1.8;1.0;Solar;0.0;0.0
G0337;ES00438;0.0;0.0;4.300000000000001;1.0;Solar;0.0;0.0
G0340;ES00440;0.0;0.0;2.0;1.0;Solar;0.0;0.0
G0341;ES00441;0.0;0.0;1.1;1.0;Solar;0.0;0.0
G0343;ES00445;0.0;0.0;2.6;1.0;Solar;0.0;0.0
G0345;ES00446;0.0;0.0;18.9;1.0;Solar;0.0;0.0
G0347;ES00452;0.0;0.0;12.8;1.0;Solar;0.0;0.0
G0349;ES00454;0.0;0.0;5.8;1.0;Solar;0.0;0.0
G0350;ES00455;0.0;0.0;1.2;1.0;Solar;0.0;0.0
G0351;ES00458;0.0;0.0;110.9;1.0;Solar;0.0;0.0
G0352;ES00459;0.0;0.0;1.2;1.0;Solar;0.0;0.0
G0355;ES00461;0.0;0.0;25.8;1.0;Solar;0.0;0.0
G0357;ES00462;0.0;0.0;1.9;1.0;Solar;0.0;0.0
G0359;ES00463;0.0;0.0;21.7;1.0;Solar;0.0;0.0
G0363;ES00466;0.0;0.0;111.0;1.0;Solar;0.0;0.0
G0365;ES00467;0.0;0.0;4.6;1.0;Solar;0.0;0.0
G0366;ES00469;0.0;0.0;9.3;1.0;Solar;0.0;0.0
G0367;ES00472;0.0;0.0;1.0;1.0;Solar;0.0;0.0
G0370;ES00475;0.0;0.0;9.8;1.0;Solar;0.0;0.0
G0372;ES00476;0.0;0.0;109.7;1.0;Solar;0.0;0.0
G0374;ES00478;0.0;0.0;8.4;1.0;Solar;0.0;0.0
G0381;ES00480;0.0;0.0;1.3;1.0;Solar;0.0;0.0
G0382;ES00481;0.0;0.0;152.6;1.0;Solar;0.0;0.0
G0384;ES00484;0.0;0.0;198.3;1.0;Solar;0.0;0.0
G0387;ES00490;0.0;0.0;137.1;1.0;Solar;0.0;0.0
G0388;ES00493;0.0;0.0;1.3;1.0;Solar;0.0;0.0
G0392;ES00494;0.0;0.0;27.1;1.0;Solar;0.0;0.0
G0394;ES00495;0.0;0.0;6.6;1.0;Solar;0.0;0.0
G0395;ES00497;0.0;0.0;662.3;1.0;Solar;0.0;0.0
G0399;ES00498;0.0;0.0;115.0;1.0;Solar;0.0;0.0
G0400;ES00500;0.0;0.0;48.1;1.0;Solar;0.0;0.0
G0402;ES00506;0.0;0.0;64.2;1.0;Solar;0.0;0.0
G0403;ES00508;0.0;0.0;6.2;1.0;Solar;0.0;0.0
G0406;ES00510;0.0;0.0;64.7;1.0;Solar;0.0;0.0
G0407;ES00515;0.0;0.0;1.1;1.0;Solar;0.0;0.0
G0409;ES00518;0.0;0.0;167.4;1.0;Solar;0.0;0.0
G0410;ES00519;0.0;0.0;1.1;1.0;Solar;0.0;0.0
G0414;ES00522;0.0;0.0;24.7;1.0;Solar;0.0;0.0
G0417;ES00523;0.0;0.0;2.4;1.0;Solar;0.0;0.0
G0418;ES00526;0.0;0.0;2.4;1.0;Solar;0.0;0.0
G0419;ES00530;0.0;0.0;119.5;1.0;Solar;0.0;0.0
G0420;ES00531;0.0;0.0;120.1;1.0;Solar;0.0;0.0
G0423;ES00533;0.0;0.0;32.2;1.0;Solar;0.0;0.0
G0424;ES00534;0.0;0.0;21.0;1.0;Solar;0.0;0.0
G0426;ES00537;0.0;0.0;6.1;1.0;Solar;0.0;0.0
G0428;ES00538;0.0;0.0;15.5;1.0;Solar;0.0;0.0
G0430;ES00539;0.0;0.0;15.3;1.0;Solar;0.0;0.0
G0433;ES00540;0.0;0.0;44.3;1.0;Solar;0.0;0.0
G0450;ES00560;0.0;0.0;8.1;1.0;Solar;0.0;0.0
G0452;ES00562;0.0;0.0;1.6;1.0;Solar;0.0;0.0
G0454;ES00564;0.0;0.0;20.4;1.0;Solar;0.0;0.0
G0464;ES00595;0.0;0.0;11.700000000000001;1.0;Solar;0.0;0.0
G0466;ES00597;0.0;0.0;24.7;1.0;Solar;0.0;0.0
G0470;ES00610;0.0;0.0;52.9;1.0;Solar;0.0;0.0
G0472;ES00611;0.0;0.0;16.8;1.0;Solar;0.0;0.0
G0474;ES00613;0.0;0.0;101.1;1.0;Solar;0.0;0.0
G0475;ES00614;0.0;0.0;24.8;1.0;Solar;0.0;0.0
G0478;ES00619;0.0;0.0;1.8;1.0;Solar;0.0;0.0
G0480;ES00623;0.0;0.0;146.6;1.0;Solar;0.0;0.0
G0481;ES00625;0.0;0.0;2.2;1.0;Solar;0.0;0.0
G0485;ES00631;0.0;0.0;9.4;1.0;Solar;0.0;0.0
G0489;ES00639;0.0;0.0;717.3;1.0;Solar;0.0;0.0
G0493;ES00644;0.0;0.0;54.599999999999994;1.0;Solar;0.0;0.0
G0494;ES00645;0.0;0.0;2.2;1.0;Solar;0.0;0.0
G0497;ES00648;0.0;0.0;18.5;1.0;Solar;0.0;0.0
G0498;ES00649;0.0;0.0;697.0;1.0;Solar;0.0;0.0
G0499;ES00651;0.0;0.0;16.3;1.0;Solar;0.0;0.0
G0500;ES00652;0.0;0.0;66.0;1.0;Solar;0.0;0.0
G0501;ES00653;0.0;0.0;67.4;1.0;Solar;0.0;0.0
G0505;ES00657;0.0;0.0;55.4;1.0;Solar;0.0;0.0
G0507;ES00662;0.0;0.0;1.0;1.0;Solar;0.0;0.0
G0510;ES00666;0.0;0.0;63.8;1.0;Solar;0.0;0.0
G0513;ES00668;0.0;0.0;20.5;1.0;Solar;0.0;0.0
G0515;ES00669;0.0;0.0;8.4;1.0;Solar;0.0;0.0
G0516;ES00671;0.0;0.0;21.1;1.0;Solar;0.0;0.0
G0518;ES00674;0.0;0.0;166.4;1.0;Solar;0.0;0.0
G0519;ES00677;0.0;0.0;1.4;1.0;Solar;0.0;0.0
G0521;ES00678;0.0;0.0;265.2;1.0;Solar;0.0;0.0
G0522;ES00679;0.0;0.0;30.0;1.0;Solar;0.0;0.0
G0525;ES00683;0.0;0.0;5.6;1.0;Solar;0.0;0.0
G0533;ES00691;0.0;0.0;5.0;1.0;Solar;0.0;0.0
G0534;ES00694;0.0;0.0;7.4;1.0;Solar;0.0;0.0
G0535;ES00697;0.0;0.0;60.5;1.0;Solar;0.0;0.0
G0538;ES00700;0.0;0.0;7.4;1.0;Solar;0.0;0.0
G0541;ES00701;0.0;0.0;47.4;1.0;Solar;0.0;0.0
G0543;ES00703;0.0;0.0;65.0;1.0;Solar;0.0;0.0
G0545;ES00707;0.0;0.0;1.2;1.0;Solar;0.0;0.0
G0547;ES00708;0.0;0.0;127.8;1.0;Solar;0.0;0.0
G0553;ES00713;0.0;0.0;94.2;1.0;Solar;0.0;0.0
G0554;ES00716;0.0;0.0;2.7;1.0;Solar;0.0;0.0
G0557;ES00722;0.0;0.0;35.6;1.0;Solar;0.0;0.0
G0558;ES00724;0.0;0.0;5.1;1.0;Solar;0.0;0.0
G0559;ES00726;0.0;0.0;2.3;1.0;Solar;0.0;0.0
G0560;ES00728;0.0;0.0;8.7;1.0;Solar;0.0;0.0
G0561;ES00730;0.0;0.0;6.699999999999999;1.0;Solar;0.0;0.0
G0562;ES00731;0.0;0.0;1.7;1.0;Solar;0.0;0.0
G0568;ES00740;0.0;0.0;1.1;1.0;Solar;0.0;0.0
G0571;ES00747;0.0;0.0;2.7;1.0;Solar;0.0;0.0
G0573;ES00758;0.0;0.0;19.1;1.0;Solar;0.0;0.0
G0574;ES00759;0.0;0.0;19.9;1.0;Solar;0.0;0.0
G0575;ES00760;0.0;0.0;4.3;1.0;Solar;0.0;0.0
G0578;ES00762;0.0;0.0;21.6;1.0;Solar;0.0;0.0
G0579;ES00766;0.0;0.0;6.3;1.0;Solar;0.0;0.0
G0581;ES00772;0.0;0.0;50.0;1.0;Solar;0.0;0.0
G0582;ES00776;0.0;0.0;7.2;1.0;Solar;0.0;0.0
G0584;ES00782;0.0;0.0;8.3;1.0;Solar;0.0;0.0
G0585;ES00784;0.0;0.0;12.6;1.0;Solar;0.0;0.0
G0588;ES00785;0.0;0.0;5.0;1.0;Solar;0.0;0.0
G0601;ES00810;0.0;0.0;53.8;1.0;Solar;0.0;0.0
G0604;ES00816;0.0;0.0;12.899999999999999;1.0;Solar;0.0;0.0
G0607;ES00819;0.0;0.0;302.7;1.0;Solar;0.0;0.0
G0608;ES00820;0.0;0.0;62.9;1.0;Solar;0.0;0.0
G0610;ES00822;0.0;0.0;7.0;1.0;Solar;0.0;0.0
G0611;ES00823;0.0;0.0;10.0;1.0;Solar;0.0;0.0
G0612;ES00825;0.0;0.0;424.0;1.0;Solar;0.0;0.0
G0613;ES00827;0.0;0.0;123.7;1.0;Solar;0.0;0.0
G0614;ES00828;0.0;0.0;508.1;1.0;Solar;0.0;0.0
G0615;ES00829;0.0;0.0;6.0;1.0;Solar;0.0;0.0
G0616;ES00832;0.0;0.0;50.0;1.0;Solar;0.0;0.0
G0617;ES00834;0.0;0.0;2.1;1.0;Solar;0.0;0.0
G0621;ES00835;0.0;0.0;146.7;1.0;Solar;0.0;0.0
G0622;ES00836;0.0;0.0;124.2;1.0;Solar;0.0;0.0
G0623;ES00837;0.0;0.0;3.6;1.0;Solar;0.0;0.0
G0624;ES00838;0.0;0.0;2.6;1.0;Solar;0.0;0.0
G0625;ES00841;0.0;0.0;2.0;1.0;Solar;0.0;0.0
G0628;ES00843;0.0;0.0;1.4;1.0;Solar;0.0;0.0
G0630;ES00844;0.0;0.0;15.600000000000001;1.0;Solar;0.0;0.0
G0631;ES00845;0.0;0.0;1.2;1.0;Solar;0.0;0.0
G0634;ES00849;0.0;0.0;18.6;1.0;Solar;0.0;0.0
G0635;ES00850;0.0;0.0;5.3;1.0;Solar;0.0;0.0
G0636;ES00851;0.0;0.0;45.8;1.0;Solar;0.0;0.0
G0639;ES00855;0.0;0.0;28.0;1.0;Solar;0.0;0.0
G0641;ES00857;0.0;0.0;1.4;1.0;Solar;0.0;0.0
G0642;ES00858;0.0;0.0;62.2;1.0;Solar;0.0;0.0
G0647;ES00864;0.0;0.0;1.5;1.0;Solar;0.0;0.0
G0650;ES00876;0.0;0.0;6.7;1.0;Solar;0.0;0.0
G0652;ES00886;0.0;0.0;17.7;1.0;Solar;0.0;0.0
G0654;ES00887;0.0;0.0;259.0;1.0;Solar;0.0;0.0
G0655;ES00888;0.0;0.0;1.4;1.0;Solar;0.0;0.0
G0665;ES00898;0.0;0.0;40.4;1.0;Solar;0.0;0.0
G0667;ES00900;0.0;0.0;8.4;1.0;Solar;0.0;0.0
G0669;ES00901;0.0;0.0;10.7;1.0;Solar;0.0;0.0
G0671;ES00903;0.0;0.0;126.5;1.0;Solar;0.0;0.0
G0672;ES00905;0.0;0.0;78.0;1.0;Solar;0.0;0.0
G0673;ES00906;0.0;0.0;175.3;1.0;Solar;0.0;0.0
G0676;ES00907;0.0;0.0;65.5;1.0;Solar;0.0;0.0
G0677;ES00908;0.0;0.0;32.0;1.0;Solar;0.0;0.0
G0678;ES00909;0.0;0.0;20.0;1.0;Solar;0.0;0.0
G0680;ES00910;0.0;0.0;26.3;1.0;Solar;0.0;0.0
G0681;ES00916;0.0;0.0;4.5;1.0;Solar;0.0;0.0
G0683;ES00917;0.0;0.0;65.5;1.0;Solar;0.0;0.0
G0685;ES00918;0.0;0.0;12.6;1.0;Solar;0.0;0.0
G0688;ES00925;0.0;0.0;163.9;1.0;Solar;0.0;0.0
G0689;ES00926;0.0;0.0;93.5;1.0;Solar;0.0;0.0
G0692;ES00928;0.0;0.0;10.2;1.0;Solar;0.0;0.0
G0693;ES00929;0.0;0.0;26.0;1.0;Solar;0.0;0.0
G0694;ES00931;0.0;0.0;1.3;1.0;Solar;0.0;0.0
G0696;ES00933;0.0;0.0;1.5;1.0;Solar;0.0;0.0
G0698;ES00942;0.0;0.0;1.1;1.0;Solar;0.0;0.0
G0699;ES00953;0.0;0.0;16.3;1.0;Solar;0.0;0.0
G0701;ES00955;0.0;0.0;17.799999999999997;1.0;Solar;0.0;0.0
G0702;ES00959;0.0;0.0;50.0;1.0;Solar;0.0;0.0
G0707;ES00963;0.0;0.0;27.8;1.0;Solar;0.0;0.0
G0712;ES00967;0.0;0.0;16.9;1.0;Solar;0.0;0.0
G0714;ES00970;0.0;0.0;14.9;1.0;Solar;0.0;0.0
G0716;ES00971;0.0;0.0;13.700000000000001;1.0;Solar;0.0;0.0
G0719;ES00975;0.0;0.0;6.3;1.0;Solar;0.0;0.0
G0721;ES00976;0.0;0.0;4.8;1.0;Solar;0.0;0.0
G0723;ES00977;0.0;0.0;217.5;1.0;Solar;0.0;0.0
G0729;ES00978;0.0;0.0;58.5;1.0;Solar;0.0;0.0
G0730;ES00979;0.0;0.0;19.7;1.0;Solar;0.0;0.0
G0734;ES00996;0.0;0.0;93.0;1.0;Solar;0.0;0.0
G0738;ES01001;0.0;0.0;7.2;1.0;Solar;0.0;0.0
G0750;ES01038;0.0;0.0;3.3;1.0;Solar;0.0;0.0
G0752;ES01043;0.0;0.0;1.4;1.0;Solar;0.0;0.0
G0757;ES01049;0.0;0.0;1.1;1.0;Solar;0.0;0.0
G0759;ES01051;0.0;0.0;9.1;1.0;Solar;0.0;0.0
G0760;ES01052;0.0;0.0;20.6;1.0;Solar;0.0;0.0
G0763;ES01057;0.0;0.0;71.8;1.0;Solar;0.0;0.0
G0768;ES01061;0.0;0.0;1.8;1.0;Solar;0.0;0.0
G0770;ES01062;0.0;0.0;6.6;1.0;Solar;0.0;0.0
G0774;ES01075;0.0;0.0;46.0;1.0;Solar;0.0;0.0
G0775;ES01076;0.0;0.0;24.8;1.0;Solar;0.0;0.0
G0776;ES01078;0.0;0.0;13.700000000000001;1.0;Solar;0.0;0.0
G0779;ES01086;0.0;0.0;175.1;1.0;Solar;0.0;0.0
G0782;ES01094;0.0;0.0;3.3;1.0;Solar;0.0;0.0
G0785;ES01108;0.0;0.0;15.6;1.0;Solar;0.0;0.0
